Time(s),FilteredDistance(m),SafeDistance(m),DistanceError(m),TargetVelocity(m/s),MeasuredVelocity(m/s),VelocityError(m/s),PIDOutput,PWMOutput
615.0,1.081,0.327,0.754,0.35,0.351,-0.001,207.8,207
615.15,1.035,0.327,0.708,0.35,0.353,-0.003,207.3,207
615.3,0.991,0.327,0.664,0.35,0.352,-0.002,207.4,207
615.45,0.951,0.326,0.625,0.35,0.351,-0.001,207.3,207
615.6,0.909,0.326,0.582,0.35,0.353,-0.003,206.8,206
615.75,0.869,0.326,0.543,0.35,0.351,-0.001,207.3,207
615.9,0.836,0.326,0.511,0.35,0.348,0.002,207.8,207
616.05,0.794,0.325,0.469,0.35,0.349,0.001,207.6,207
616.2,0.752,0.325,0.427,0.35,0.35,0.0,207.5,207
616.35,0.72,0.325,0.395,0.35,0.347,0.003,208.1,208
616.5,0.679,0.324,0.355,0.35,0.345,0.005,208.8,208
616.65,0.649,0.324,0.325,0.35,0.345,0.005,209.0,209
616.8,0.611,0.324,0.288,0.35,0.345,0.005,209.2,209
616.95,0.581,0.323,0.258,0.35,0.346,0.004,209.3,209
617.1,0.555,0.323,0.231,0.35,0.344,0.006,210.0,209
617.25,0.528,0.323,0.205,0.35,0.346,0.004,209.8,209
617.4,0.496,0.323,0.173,0.35,0.346,0.004,210.1,210
617.55,0.468,0.323,0.144,0.35,0.347,0.003,210.1,210
617.7,0.44,0.323,0.117,0.35,0.346,0.004,210.5,210
617.85,0.406,0.323,0.083,0.35,0.345,0.005,210.9,210
618.0,0.378,0.323,0.055,0.35,0.347,0.003,210.8,210
618.15,0.348,0.323,0.025,0.35,0.346,0.004,211.4,211
618.3,0.33,0.323,0.007,0.35,0.344,0.006,211.9,211
618.45,0.308,0.322,-0.014,0.32,0.342,-0.022,205.4,205
618.6,0.28,0.322,-0.043,0.29,0.344,-0.054,197.3,197
618.75,0.256,0.322,-0.066,0.26,0.341,-0.081,188.4,188
618.9,0.242,0.321,-0.079,0.23,0.341,-0.111,177.5,177
619.05,0.217,0.321,-0.104,0.2,0.338,-0.138,165.4,165
619.2,0.191,0.32,-0.129,0.17,0.337,-0.167,151.1,151
619.35,0.171,0.32,-0.148,0.14,0.335,-0.195,135.4,135
619.5,0.153,0.319,-0.166,0.11,0.335,-0.225,117.8,117
619.65,0.146,0.318,-0.172,0.08,0.331,-0.251,-53.8,0
619.8,0.131,0.316,-0.186,0.05,0.323,-0.273,-58.0,0
619.95,0.119,0.314,-0.195,0.02,0.317,-0.297,-73.2,0
620.1,0.105,0.312,-0.207,0.0,0.309,-0.309,-76.3,0
620.25,0.102,0.309,-0.207,0.0,0.301,-0.301,-74.3,0
620.4,0.088,0.306,-0.219,0.0,0.296,-0.296,-73.0,0
620.55,0.087,0.303,-0.216,0.0,0.287,-0.287,-70.8,0
620.7,0.082,0.3,-0.218,0.0,0.282,-0.282,-69.5,0
620.85,0.085,0.297,-0.211,0.0,0.272,-0.272,-67.2,0
621.0,0.079,0.293,-0.214,0.0,0.263,-0.263,-64.9,0
621.15,0.079,0.289,-0.21,0.0,0.254,-0.254,-62.7,0
621.3,0.079,0.285,-0.206,0.0,0.248,-0.248,-61.1,0
621.45,0.086,0.281,-0.196,0.0,0.239,-0.239,-58.9,0
621.6,0.084,0.278,-0.194,0.0,0.235,-0.235,-58.0,0
621.75,0.087,0.274,-0.187,0.0,0.227,-0.227,-56.0,0
621.9,0.088,0.271,-0.183,0.0,0.223,-0.223,-55.0,0
622.05,0.092,0.268,-0.176,0.0,0.22,-0.22,-54.2,0
622.2,0.106,0.265,-0.16,0.0,0.212,-0.212,-52.3,0
622.35,0.118,0.263,-0.145,0.0,0.209,-0.209,-51.5,0
622.5,0.128,0.26,-0.132,0.0,0.206,-0.206,-43.1,0
622.65,0.141,0.258,-0.117,0.0,0.2,-0.2,-41.7,0
622.8,0.156,0.255,-0.1,0.0,0.196,-0.196,-41.0,0
622.95,0.167,0.253,-0.086,0.0,0.193,-0.193,-40.5,0
623.1,0.185,0.251,-0.066,0.0,0.19,-0.19,-39.9,0
623.25,0.199,0.249,-0.05,0.0,0.185,-0.185,-38.6,0
623.4,0.213,0.247,-0.034,0.0,0.181,-0.181,-38.0,0
623.55,0.229,0.244,-0.016,0.0,0.175,-0.175,-36.4,0
623.7,0.244,0.242,0.002,0.193,0.171,0.022,11.9,11
623.85,0.269,0.24,0.029,0.35,0.166,0.184,45.9,45
624.0,0.288,0.238,0.05,0.35,0.165,0.185,51.1,51
624.15,0.303,0.236,0.067,0.35,0.162,0.188,62.5,62
624.3,0.331,0.235,0.097,0.35,0.159,0.191,74.2,74
624.45,0.356,0.233,0.123,0.35,0.157,0.193,85.8,85
624.6,0.384,0.232,0.152,0.35,0.157,0.193,96.9,96
624.75,0.402,0.231,0.171,0.35,0.157,0.193,108.3,108
624.9,0.434,0.23,0.203,0.35,0.157,0.193,119.6,119
625.05,0.463,0.23,0.233,0.35,0.155,0.195,131.2,131
625.2,0.484,0.229,0.255,0.35,0.156,0.194,142.4,142
625.35,0.516,0.229,0.287,0.35,0.158,0.192,153.3,153
625.5,0.55,0.229,0.321,0.35,0.161,0.189,164.0,163
625.65,0.58,0.23,0.35,0.35,0.164,0.186,174.2,174
625.8,0.617,0.231,0.387,0.35,0.165,0.185,185.2,185
625.95,0.65,0.231,0.419,0.35,0.167,0.183,195.5,195
626.1,0.687,0.233,0.454,0.35,0.172,0.178,204.9,204
626.25,0.714,0.234,0.48,0.35,0.178,0.172,214.2,214
626.4,0.745,0.236,0.509,0.35,0.184,0.166,223.0,222
626.55,0.777,0.238,0.539,0.35,0.186,0.164,232.3,232
626.7,0.815,0.24,0.575,0.35,0.193,0.157,240.3,240
626.85,0.857,0.242,0.615,0.35,0.196,0.154,249.0,248
627.0,0.895,0.244,0.651,0.35,0.203,0.147,256.4,255
627.15,0.943,0.247,0.696,0.35,0.207,0.143,255.6,255
627.3,0.986,0.249,0.737,0.35,0.214,0.136,254.0,254
627.45,1.02,0.252,0.768,0.35,0.22,0.13,260.7,255
627.6,1.055,0.255,0.8,0.35,0.225,0.125,259.9,255
627.75,1.104,0.257,0.847,0.35,0.231,0.119,258.6,255
627.9,1.14,0.26,0.88,0.35,0.236,0.114,257.4,255
628.05,1.182,0.262,0.92,0.35,0.238,0.112,257.2,255
628.2,1.218,0.264,0.953,0.35,0.241,0.109,256.6,255
628.35,1.261,0.266,0.994,0.35,0.245,0.105,255.6,255
628.5,1.298,0.269,1.029,0.35,0.251,0.099,254.3,254
628.65,1.341,0.271,1.07,0.35,0.254,0.096,259.7,255
628.8,1.382,0.273,1.109,0.35,0.258,0.092,258.7,255
628.95,1.433,0.275,1.158,0.35,0.261,0.089,258.0,255
629.1,1.473,0.276,1.196,0.35,0.263,0.087,257.7,255
629.25,1.516,0.278,1.238,0.35,0.267,0.083,256.7,255
629.4,1.566,0.28,1.286,0.35,0.27,0.08,256.2,255
629.55,1.605,0.282,1.323,0.35,0.276,0.074,254.9,254
629.7,1.641,0.284,1.358,0.35,0.277,0.073,259.2,255
629.85,1.69,0.285,1.404,0.35,0.279,0.071,258.6,255
630.0,1.733,0.287,1.446,0.35,0.285,0.065,257.4,255
630.15,1.77,0.289,1.482,0.35,0.289,0.061,256.6,255
630.3,1.818,0.29,1.527,0.35,0.291,0.059,256.2,255
630.45,1.866,0.292,1.574,0.35,0.294,0.056,255.4,255
630.6,1.912,0.294,1.618,0.35,0.296,0.054,255.0,255
630.75,1.957,0.295,1.662,0.35,0.3,0.05,254.2,254
630.9,1.999,0.297,1.702,0.35,0.304,0.046,256.2,255
631.05,2.038,0.298,1.74,0.35,0.304,0.046,256.4,255
631.2,2.072,0.299,1.773,0.35,0.306,0.044,256.0,255
631.35,2.106,0.301,1.806,0.35,0.31,0.04,255.1,255
631.5,2.143,0.302,1.84,0.35,0.313,0.037,254.4,254
631.65,2.173,0.304,1.87,0.35,0.316,0.034,256.0,255
631.8,2.216,0.305,1.911,0.35,0.316,0.034,256.0,255
631.95,2.253,0.306,1.947,0.35,0.321,0.029,254.9,254
632.1,2.285,0.307,1.978,0.35,0.322,0.028,256.4,255
632.25,2.318,0.309,2.01,0.35,0.324,0.026,255.9,255
632.4,2.357,0.31,2.047,0.35,0.328,0.022,255.2,255
632.55,2.391,0.311,2.08,0.35,0.33,0.02,254.8,254
632.7,2.424,0.312,2.111,0.35,0.333,0.017,255.4,255
632.85,2.451,0.314,2.137,0.35,0.334,0.016,255.2,255
633.0,2.488,0.314,2.174,0.35,0.333,0.017,255.4,255
633.15,2.517,0.315,2.202,0.35,0.335,0.015,255.0,254
633.3,2.545,0.316,2.23,0.35,0.335,0.015,255.9,255
633.45,2.576,0.316,2.259,0.35,0.338,0.012,255.1,255
633.6,2.597,0.317,2.279,0.35,0.339,0.011,255.0,254
633.75,2.632,0.318,2.314,0.35,0.342,0.008,255.0,254
633.9,2.657,0.319,2.337,0.35,0.345,0.005,254.8,254
634.05,2.689,0.32,2.369,0.35,0.345,0.005,255.1,255
634.2,2.712,0.321,2.391,0.35,0.346,0.004,255.1,255
634.35,2.728,0.322,2.407,0.35,0.349,0.001,254.3,254
634.5,2.756,0.322,2.433,0.35,0.348,0.002,254.6,254
634.65,2.773,0.323,2.45,0.35,0.35,0.0,254.3,254
634.8,2.79,0.324,2.467,0.35,0.352,-0.002,253.8,253
634.95,2.803,0.324,2.479,0.35,0.353,-0.003,253.4,253
635.1,2.822,0.325,2.497,0.35,0.352,-0.002,253.6,253
635.25,2.835,0.326,2.509,0.35,0.356,-0.006,252.6,252
635.4,2.856,0.326,2.53,0.35,0.356,-0.006,252.2,252
635.55,2.866,0.327,2.539,0.35,0.357,-0.007,251.7,251
635.7,2.879,0.327,2.552,0.35,0.356,-0.006,251.7,251
635.85,2.892,0.327,2.564,0.35,0.356,-0.006,251.1,251
636.0,2.902,0.328,2.575,0.35,0.357,-0.007,250.5,250
636.15,2.916,0.328,2.587,0.35,0.36,-0.01,249.5,249
636.3,2.914,0.329,2.585,0.35,0.362,-0.012,248.6,248
636.45,2.922,0.329,2.593,0.35,0.362,-0.012,247.9,247
636.6,2.93,0.33,2.6,0.35,0.362,-0.012,247.2,247
636.75,2.924,0.33,2.594,0.35,0.363,-0.013,246.2,246
636.9,2.93,0.33,2.6,0.35,0.361,-0.011,245.9,245
637.05,2.924,0.331,2.593,0.35,0.363,-0.013,244.9,244
637.2,2.926,0.331,2.595,0.35,0.365,-0.015,243.6,243
637.35,2.927,0.331,2.596,0.35,0.364,-0.014,243.0,242
637.5,2.925,0.332,2.593,0.35,0.365,-0.015,241.8,241
637.65,2.912,0.332,2.579,0.35,0.368,-0.018,240.4,240
637.8,2.901,0.333,2.568,0.35,0.37,-0.02,239.0,238
637.95,2.897,0.334,2.563,0.35,0.371,-0.021,237.4,237
638.1,2.888,0.334,2.554,0.35,0.374,-0.024,235.7,235
638.25,2.875,0.335,2.54,0.35,0.372,-0.022,234.9,234
638.4,2.868,0.335,2.533,0.35,0.372,-0.022,233.4,233
638.55,2.851,0.335,2.515,0.35,0.371,-0.021,232.4,232
638.7,2.834,0.335,2.499,0.35,0.372,-0.022,230.9,230
638.85,2.827,0.335,2.492,0.35,0.371,-0.021,229.9,229
639.0,2.808,0.335,2.473,0.35,0.371,-0.021,228.7,228
639.15,2.791,0.335,2.456,0.35,0.371,-0.021,227.4,227
639.3,2.77,0.335,2.435,0.35,0.37,-0.02,226.4,226
639.45,2.748,0.336,2.412,0.35,0.372,-0.022,224.7,224
639.6,2.728,0.336,2.393,0.35,0.372,-0.022,223.4,223
639.75,2.705,0.336,2.369,0.35,0.371,-0.021,222.5,222
639.9,2.69,0.335,2.354,0.35,0.368,-0.018,221.9,221
640.05,2.659,0.335,2.324,0.35,0.369,-0.019,220.6,220
640.2,2.632,0.335,2.297,0.35,0.369,-0.019,219.5,219
640.35,2.604,0.334,2.269,0.35,0.366,-0.016,219.2,219
640.5,2.577,0.334,2.243,0.35,0.365,-0.015,218.3,218
640.65,2.556,0.334,2.223,0.35,0.365,-0.015,217.3,217
640.8,2.526,0.333,2.193,0.35,0.364,-0.014,216.7,216
640.95,2.494,0.333,2.161,0.35,0.364,-0.014,215.9,215
641.1,2.462,0.333,2.129,0.35,0.366,-0.016,214.6,214
641.25,2.434,0.333,2.101,0.35,0.364,-0.014,214.2,214
641.4,2.41,0.333,2.078,0.35,0.365,-0.015,213.1,213
641.55,2.378,0.333,2.045,0.35,0.367,-0.017,211.9,211
641.7,2.339,0.333,2.006,0.35,0.368,-0.018,210.7,210
641.85,2.305,0.333,1.973,0.35,0.365,-0.015,210.4,210
642.0,2.268,0.333,1.935,0.35,0.364,-0.014,209.5,209
642.15,2.235,0.332,1.903,0.35,0.362,-0.012,209.1,209
642.3,2.201,0.332,1.869,0.35,0.359,-0.009,209.1,209
642.45,2.167,0.331,1.836,0.35,0.361,-0.011,208.1,208
642.6,2.128,0.331,1.797,0.35,0.361,-0.011,207.4,207
642.75,2.089,0.331,1.758,0.35,0.361,-0.011,206.8,206
642.9,2.052,0.331,1.721,0.35,0.362,-0.012,206.0,206
643.05,2.017,0.331,1.687,0.35,0.359,-0.009,206.0,205
643.2,1.981,0.33,1.651,0.35,0.357,-0.007,205.8,205
643.35,1.939,0.33,1.61,0.35,0.357,-0.007,205.4,205
643.5,1.895,0.329,1.566,0.35,0.357,-0.007,204.9,204
643.65,1.86,0.329,1.531,0.35,0.356,-0.006,204.8,204
643.8,1.808,0.329,1.48,0.35,0.355,-0.005,204.7,204
643.95,1.76,0.328,1.431,0.35,0.356,-0.006,204.1,204
644.1,1.711,0.328,1.383,0.35,0.354,-0.004,204.3,204
644.25,1.672,0.327,1.344,0.35,0.35,-0.0,204.8,204
644.4,1.627,0.327,1.3,0.35,0.35,-0.0,204.8,204
644.55,1.587,0.326,1.26,0.35,0.351,-0.001,204.5,204
644.7,1.538,0.326,1.212,0.35,0.351,-0.001,204.4,204
644.85,1.499,0.326,1.173,0.35,0.351,-0.001,204.4,204
645.0,1.457,0.326,1.131,0.35,0.349,0.001,204.9,204
645.15,1.409,0.325,1.083,0.35,0.348,0.002,205.2,205
645.3,1.366,0.325,1.041,0.35,0.345,0.005,205.9,205
645.45,1.325,0.324,1.001,0.35,0.344,0.006,206.4,206
645.6,1.289,0.323,0.965,0.35,0.343,0.007,206.9,206
645.75,1.254,0.323,0.931,0.35,0.344,0.006,207.1,207
645.9,1.204,0.323,0.881,0.35,0.345,0.005,207.3,207
646.05,1.163,0.322,0.841,0.35,0.342,0.008,208.3,208
646.2,1.124,0.322,0.802,0.35,0.342,0.008,208.7,208
646.35,1.088,0.321,0.766,0.35,0.34,0.01,209.7,209
646.5,1.049,0.321,0.728,0.35,0.342,0.008,209.8,209
646.65,1.012,0.321,0.691,0.35,0.343,0.007,210.0,210
646.8,0.975,0.321,0.653,0.35,0.344,0.006,210.1,210
646.95,0.935,0.322,0.613,0.35,0.345,0.005,210.4,210
647.1,0.89,0.322,0.568,0.35,0.346,0.004,210.5,210
647.25,0.853,0.322,0.531,0.35,0.346,0.004,210.6,210
647.4,0.812,0.323,0.489,0.35,0.346,0.004,210.8,210
647.55,0.771,0.323,0.449,0.35,0.346,0.004,211.1,211
647.7,0.737,0.323,0.415,0.35,0.345,0.005,211.5,211
647.85,0.699,0.323,0.376,0.35,0.346,0.004,211.6,211
648.0,0.662,0.323,0.34,0.35,0.344,0.006,212.3,212
648.15,0.623,0.323,0.3,0.35,0.345,0.005,212.3,212
648.3,0.587,0.322,0.264,0.35,0.343,0.007,213.1,213
648.45,0.556,0.322,0.234,0.35,0.341,0.009,213.9,213
648.6,0.53,0.322,0.209,0.35,0.342,0.008,214.2,214
648.75,0.505,0.321,0.184,0.35,0.339,0.011,215.4,215
648.9,0.474,0.321,0.153,0.35,0.337,0.013,216.4,216
649.05,0.448,0.32,0.128,0.35,0.337,0.013,217.1,217
649.2,0.422,0.32,0.102,0.35,0.338,0.012,217.6,217
649.35,0.386,0.319,0.067,0.35,0.336,0.014,218.8,218
649.5,0.364,0.319,0.045,0.35,0.337,0.013,219.3,219
649.65,0.335,0.319,0.016,0.35,0.336,0.014,220.3,220
649.8,0.307,0.319,-0.012,0.32,0.336,-0.016,213.7,213
649.95,0.283,0.319,-0.035,0.29,0.336,-0.046,206.5,206
650.1,0.264,0.318,-0.055,0.26,0.336,-0.076,197.5,197
650.25,0.241,0.318,-0.077,0.23,0.336,-0.106,186.8,186
650.4,0.22,0.318,-0.098,0.2,0.335,-0.135,174.4,174
650.55,0.197,0.318,-0.121,0.17,0.335,-0.165,160.4,160
650.7,0.183,0.317,-0.134,0.14,0.332,-0.192,145.0,145
650.85,0.16,0.317,-0.156,0.11,0.328,-0.218,128.5,128
651.0,0.147,0.316,-0.169,0.08,0.325,-0.245,-52.5,0
651.15,0.14,0.314,-0.174,0.05,0.316,-0.266,-56.6,0
651.3,0.126,0.312,-0.186,0.02,0.31,-0.29,-61.9,0
651.45,0.118,0.309,-0.19,0.0,0.302,-0.302,-74.4,0
651.6,0.105,0.306,-0.2,0.0,0.292,-0.292,-71.9,0
651.75,0.099,0.302,-0.203,0.0,0.282,-0.282,-69.6,0
651.9,0.086,0.298,-0.212,0.0,0.273,-0.273,-67.4,0
652.05,0.082,0.294,-0.212,0.0,0.266,-0.266,-65.7,0
652.2,0.083,0.291,-0.208,0.0,0.262,-0.262,-64.6,0
652.35,0.079,0.287,-0.208,0.0,0.253,-0.253,-62.5,0
652.5,0.07,0.284,-0.214,0.0,0.245,-0.245,-60.4,0
652.65,0.066,0.28,-0.214,0.0,0.24,-0.24,-59.2,0
652.8,0.073,0.277,-0.204,0.0,0.235,-0.235,-57.8,0
652.95,0.071,0.274,-0.203,0.0,0.229,-0.229,-56.4,0
653.1,0.069,0.271,-0.202,0.0,0.224,-0.224,-55.3,0
653.25,0.076,0.268,-0.192,0.0,0.22,-0.22,-54.2,0
653.4,0.086,0.265,-0.179,0.0,0.214,-0.214,-52.9,0
653.55,0.096,0.263,-0.167,0.0,0.209,-0.209,-51.4,0
653.7,0.097,0.26,-0.163,0.0,0.201,-0.201,-49.7,0
653.85,0.11,0.257,-0.147,0.0,0.199,-0.199,-49.0,0
654.0,0.12,0.254,-0.134,0.0,0.192,-0.192,-40.1,0
654.15,0.129,0.251,-0.122,0.0,0.185,-0.185,-38.7,0
654.3,0.147,0.248,-0.102,0.0,0.179,-0.179,-37.3,0
654.45,0.166,0.245,-0.079,0.0,0.172,-0.172,-35.9,0
654.6,0.179,0.242,-0.064,0.0,0.168,-0.168,-35.1,0
654.75,0.201,0.24,-0.039,0.0,0.166,-0.166,-34.8,0
654.9,0.224,0.238,-0.014,0.0,0.163,-0.163,-34.2,0
655.05,0.239,0.236,0.003,0.192,0.161,0.031,13.6,13
655.2,0.256,0.234,0.022,0.333,0.156,0.177,44.4,44
655.35,0.278,0.232,0.045,0.35,0.154,0.196,54.1,54
655.5,0.301,0.231,0.07,0.35,0.153,0.197,65.2,65
655.65,0.316,0.23,0.087,0.35,0.153,0.197,76.5,76
655.8,0.336,0.229,0.107,0.35,0.153,0.197,88.2,88
655.95,0.356,0.228,0.127,0.35,0.153,0.197,99.7,99
656.1,0.376,0.228,0.148,0.35,0.151,0.199,111.7,111
656.25,0.408,0.227,0.181,0.35,0.153,0.197,122.8,122
656.4,0.44,0.227,0.213,0.35,0.155,0.195,133.8,133
656.55,0.466,0.228,0.239,0.35,0.158,0.192,144.5,144
656.7,0.49,0.228,0.262,0.35,0.159,0.191,155.8,155
656.85,0.528,0.229,0.3,0.35,0.161,0.189,166.5,166
657.0,0.557,0.229,0.327,0.35,0.162,0.188,177.3,177
657.15,0.596,0.23,0.366,0.35,0.165,0.185,187.6,187
657.3,0.63,0.231,0.399,0.35,0.168,0.182,197.8,197
657.45,0.664,0.233,0.431,0.35,0.174,0.176,207.0,207
657.6,0.698,0.234,0.464,0.35,0.178,0.172,216.7,216
657.75,0.74,0.236,0.505,0.35,0.18,0.17,226.3,226
657.9,0.776,0.237,0.539,0.35,0.186,0.164,234.8,234
658.05,0.814,0.24,0.574,0.35,0.193,0.157,243.0,243
658.2,0.858,0.242,0.616,0.35,0.199,0.151,251.0,250
658.35,0.892,0.244,0.648,0.35,0.202,0.148,259.4,255
658.5,0.928,0.247,0.682,0.35,0.209,0.141,257.7,255
658.65,0.963,0.249,0.714,0.35,0.214,0.136,256.6,255
658.8,1.004,0.252,0.752,0.35,0.218,0.132,256.0,255
658.95,1.047,0.254,0.793,0.35,0.223,0.127,254.7,254
659.1,1.084,0.256,0.827,0.35,0.225,0.125,261.8,255
659.25,1.125,0.259,0.866,0.35,0.232,0.118,260.2,255
659.4,1.162,0.261,0.9,0.35,0.237,0.113,259.2,255
659.55,1.204,0.264,0.941,0.35,0.242,0.108,258.1,255
659.7,1.253,0.266,0.986,0.35,0.247,0.103,257.1,255
659.85,1.295,0.269,1.026,0.35,0.252,0.098,256.1,255
660.0,1.337,0.271,1.065,0.35,0.257,0.093,255.0,255
660.15,1.375,0.273,1.102,0.35,0.26,0.09,254.4,254
660.3,1.424,0.275,1.149,0.35,0.262,0.088,259.3,255
660.45,1.473,0.277,1.196,0.35,0.266,0.084,258.4,255
660.6,1.509,0.279,1.23,0.35,0.272,0.078,257.1,255
660.75,1.544,0.282,1.263,0.35,0.276,0.074,256.4,255
660.9,1.589,0.283,1.306,0.35,0.279,0.071,255.8,255
661.05,1.636,0.285,1.351,0.35,0.279,0.071,255.8,255
661.2,1.677,0.287,1.39,0.35,0.283,0.067,254.8,254
661.35,1.721,0.289,1.432,0.35,0.289,0.061,257.6,255
661.5,1.763,0.29,1.472,0.35,0.291,0.059,257.2,255
661.65,1.801,0.292,1.509,0.35,0.292,0.058,257.1,255
661.8,1.839,0.293,1.545,0.35,0.297,0.053,255.9,255
661.95,1.884,0.295,1.589,0.35,0.299,0.051,255.6,255
662.1,1.922,0.296,1.626,0.35,0.302,0.048,254.9,254
662.25,1.961,0.297,1.663,0.35,0.302,0.048,257.8,255
662.4,2.004,0.298,1.706,0.35,0.302,0.048,257.7,255
662.55,2.047,0.299,1.747,0.35,0.306,0.044,256.9,255
662.7,2.091,0.3,1.79,0.35,0.306,0.044,256.8,255
662.85,2.128,0.301,1.827,0.35,0.308,0.042,256.5,255
663.0,2.16,0.302,1.858,0.35,0.312,0.038,255.4,255
663.15,2.195,0.304,1.891,0.35,0.313,0.037,255.4,255
663.3,2.234,0.305,1.929,0.35,0.316,0.034,254.8,254
663.45,2.272,0.306,1.967,0.35,0.318,0.032,256.2,255
663.6,2.309,0.307,2.002,0.35,0.321,0.029,255.8,255
663.75,2.346,0.308,2.038,0.35,0.322,0.028,255.6,255
663.9,2.379,0.309,2.07,0.35,0.323,0.027,255.3,255
664.05,2.407,0.31,2.097,0.35,0.327,0.023,254.4,254
664.2,2.437,0.311,2.126,0.35,0.33,0.02,255.1,255
664.35,2.477,0.312,2.165,0.35,0.332,0.018,254.7,254
664.5,2.51,0.313,2.197,0.35,0.332,0.018,255.9,255
664.65,2.54,0.314,2.226,0.35,0.334,0.016,255.3,255
664.8,2.568,0.315,2.253,0.35,0.336,0.014,255.0,255
664.95,2.595,0.316,2.279,0.35,0.339,0.011,254.2,254
665.1,2.624,0.317,2.307,0.35,0.341,0.009,254.4,254
665.25,2.642,0.318,2.324,0.35,0.342,0.008,254.9,254
665.4,2.675,0.319,2.356,0.35,0.345,0.005,254.5,254
665.55,2.701,0.32,2.381,0.35,0.346,0.004,254.8,254
665.7,2.721,0.321,2.4,0.35,0.347,0.003,254.9,254
665.85,2.745,0.322,2.423,0.35,0.35,0.0,254.3,254
666.0,2.772,0.323,2.449,0.35,0.352,-0.002,254.0,254
666.15,2.793,0.324,2.469,0.35,0.355,-0.005,253.2,253
666.3,2.815,0.325,2.49,0.35,0.356,-0.006,252.8,252
666.45,2.834,0.326,2.509,0.35,0.355,-0.005,252.7,252
666.6,2.843,0.326,2.517,0.35,0.357,-0.007,251.9,251
666.75,2.863,0.327,2.536,0.35,0.359,-0.009,251.1,251
666.9,2.876,0.327,2.549,0.35,0.357,-0.007,251.1,251
667.05,2.879,0.328,2.552,0.35,0.359,-0.009,250.2,250
667.2,2.894,0.328,2.565,0.35,0.36,-0.01,249.4,249
667.35,2.905,0.329,2.576,0.35,0.362,-0.012,248.4,248
667.5,2.915,0.33,2.585,0.35,0.362,-0.012,247.8,247
667.65,2.914,0.33,2.584,0.35,0.36,-0.01,247.5,247
667.8,2.915,0.33,2.585,0.35,0.36,-0.01,246.9,246
667.95,2.921,0.33,2.591,0.35,0.359,-0.009,246.5,246
668.1,2.922,0.33,2.593,0.35,0.359,-0.009,246.1,246
668.25,2.921,0.33,2.591,0.35,0.361,-0.011,245.0,245
668.4,2.921,0.33,2.591,0.35,0.361,-0.011,244.5,244
668.55,2.919,0.33,2.589,0.35,0.362,-0.012,243.5,243
668.7,2.923,0.33,2.592,0.35,0.362,-0.012,242.8,242
668.85,2.914,0.331,2.583,0.35,0.364,-0.014,241.6,241
669.0,2.909,0.331,2.577,0.35,0.363,-0.013,241.1,241
669.15,2.905,0.331,2.574,0.35,0.365,-0.015,239.8,239
669.3,2.904,0.332,2.572,0.35,0.365,-0.015,239.0,238
669.45,2.892,0.332,2.56,0.35,0.364,-0.014,238.3,238
669.6,2.885,0.332,2.553,0.35,0.365,-0.015,237.3,237
669.75,2.878,0.332,2.545,0.35,0.366,-0.016,236.3,236
669.9,2.866,0.332,2.533,0.35,0.365,-0.015,235.5,235
670.05,2.856,0.332,2.524,0.35,0.363,-0.013,235.0,235
670.2,2.843,0.332,2.512,0.35,0.361,-0.011,234.8,234
670.35,2.83,0.331,2.498,0.35,0.36,-0.01,234.3,234
670.5,2.813,0.331,2.482,0.35,0.358,-0.008,234.2,234
670.65,2.789,0.33,2.458,0.35,0.36,-0.01,233.2,233
670.8,2.767,0.33,2.437,0.35,0.359,-0.009,233.0,232
670.95,2.746,0.33,2.416,0.35,0.359,-0.009,232.4,232
671.1,2.725,0.33,2.395,0.35,0.359,-0.009,231.8,231
671.25,2.705,0.33,2.375,0.35,0.359,-0.009,231.3,231
671.4,2.682,0.33,2.353,0.35,0.36,-0.01,230.6,230
671.55,2.66,0.33,2.33,0.35,0.362,-0.012,229.4,229
671.7,2.629,0.331,2.298,0.35,0.365,-0.015,228.2,228
671.85,2.595,0.331,2.264,0.35,0.363,-0.013,227.8,227
672.0,2.564,0.331,2.233,0.35,0.365,-0.015,226.5,226
672.15,2.538,0.332,2.206,0.35,0.366,-0.016,225.5,225
672.3,2.508,0.332,2.176,0.35,0.366,-0.016,224.6,224
672.45,2.484,0.332,2.151,0.35,0.366,-0.016,223.5,223
672.6,2.452,0.332,2.12,0.35,0.366,-0.016,222.7,222
672.75,2.424,0.333,2.091,0.35,0.365,-0.015,221.9,221
672.9,2.385,0.332,2.052,0.35,0.365,-0.015,221.1,221
673.05,2.348,0.332,2.015,0.35,0.365,-0.015,220.3,220
673.2,2.32,0.332,1.988,0.35,0.363,-0.013,219.9,219
673.35,2.282,0.332,1.95,0.35,0.364,-0.014,218.8,218
673.5,2.246,0.332,1.914,0.35,0.362,-0.012,218.5,218
673.65,2.218,0.332,1.886,0.35,0.363,-0.013,217.5,217
673.8,2.177,0.332,1.846,0.35,0.363,-0.013,216.7,216
673.95,2.136,0.332,1.805,0.35,0.363,-0.013,216.1,216
674.1,2.1,0.331,1.769,0.35,0.36,-0.01,216.0,216
674.25,2.057,0.331,1.726,0.35,0.362,-0.012,214.9,214
674.4,2.022,0.331,1.692,0.35,0.36,-0.01,214.7,214
674.55,1.978,0.331,1.648,0.35,0.36,-0.01,214.1,214
674.7,1.934,0.33,1.604,0.35,0.357,-0.007,214.2,214
